"","year","period","value_emp","sexs_code","industry_text"
"7506",2011,"03","        8997",2,"Educational services"
"7507",2011,"04","        8990",2,"Educational services"
"7508",2011,"05","        8954",2,"Educational services"
"7509",2011,"06","        8942",2,"Educational services"
"7510",2011,"07","        8800",2,"Educational services"
"7511",2011,"08","        8700",2,"Educational services"
"7512",2011,"09","        8828",2,"Educational services"
"7513",2011,"10","        8838",2,"Educational services"
"7514",2011,"11","        8812",2,"Educational services"
"7515",2011,"12","        8932",2,"Educational services"
"7516",2012,"01","        8949",2,"Educational services"
"7517",2012,"02","        8941",2,"Educational services"
"7518",2012,"03","        8679",2,"Educational services"
"7519",2012,"04","        8700",2,"Educational services"
"7520",2012,"05","        8842",2,"Educational services"
"7521",2012,"06","        8766",2,"Educational services"
"7522",2012,"07","        8809",2,"Educational services"
"7523",2012,"08","        9023",2,"Educational services"
"7524",2012,"09","        9037",2,"Educational services"
"7525",2002,"10","        8426",2,"Educational services"
"7526",2002,"11","        8514",2,"Educational services"
"7527",2002,"12","        8183",2,"Educational services"
"7528",2003,"01","        8270",2,"Educational services"
"7529",2003,"02","        8247",2,"Educational services"
"7530",2003,"03","        8092",2,"Educational services"
"7531",2003,"04","        8169",2,"Educational services"
"7532",2003,"05","        8199",2,"Educational services"
"7533",2003,"06","        8386",2,"Educational services"
"7534",2013,"07","        8967",2,"Educational services"
"7535",2013,"08","        9114",2,"Educational services"
"7536",2013,"09","        8956",2,"Educational services"
"7537",2013,"10","        8875",2,"Educational services"
"7538",2013,"11","        8981",2,"Educational services"
"7539",2013,"12","        8964",2,"Educational services"
"7540",2014,"01","        9124",2,"Educational services"
"7541",2014,"02","        8975",2,"Educational services"
"7542",2014,"03","        9015",2,"Educational services"
"7543",2014,"04","        8969",2,"Educational services"
"7544",2014,"05","        8902",2,"Educational services"
"7545",2014,"06","        9142",2,"Educational services"
"7546",2004,"07","        8433",2,"Educational services"
"7547",2004,"08","        8217",2,"Educational services"
"7548",2004,"09","        8243",2,"Educational services"
"7549",2004,"10","        8190",2,"Educational services"
"7550",2004,"11","        8194",2,"Educational services"
"7551",2004,"12","        8282",2,"Educational services"
"7552",2005,"01","        8310",2,"Educational services"
"7553",2005,"02","        8357",2,"Educational services"
"7554",2005,"03","        8476",2,"Educational services"
"7555",2005,"04","        8518",2,"Educational services"
"7556",2005,"05","        8647",2,"Educational services"
"7557",2005,"06","        8445",2,"Educational services"
"7558",2005,"07","        8386",2,"Educational services"
"7559",2005,"08","        8279",2,"Educational services"
"7560",2005,"09","        8512",2,"Educational services"
"7561",2005,"10","        8522",2,"Educational services"
"7562",2005,"11","        8500",2,"Educational services"
"7563",2005,"12","        8541",2,"Educational services"
"7564",2006,"01","        8538",2,"Educational services"
"7565",2006,"02","        8547",2,"Educational services"
"7566",2006,"03","        8596",2,"Educational services"
"7567",2006,"04","        8409",2,"Educational services"
"7568",2006,"05","        8489",2,"Educational services"
"7569",2006,"06","        8401",2,"Educational services"
"7570",2006,"07","        8670",2,"Educational services"
"7571",2006,"08","        8640",2,"Educational services"
"7572",2006,"09","        8666",2,"Educational services"
"7573",2006,"10","        8834",2,"Educational services"
"7574",2006,"11","        8931",2,"Educational services"
"7575",2006,"12","        8835",2,"Educational services"
"7576",2017,"01","        9287",2,"Educational services"
"7577",2017,"02","        9250",2,"Educational services"
"7578",2017,"03","        9214",2,"Educational services"
"7579",2017,"04","        9325",2,"Educational services"
"7580",2017,"05","        9612",2,"Educational services"
"7581",2017,"06","        9646",2,"Educational services"
"7582",2017,"07","        9660",2,"Educational services"
"7583",2017,"08","        9475",2,"Educational services"
"7584",2017,"09","        9437",2,"Educational services"
"7585",2017,"10","        9349",2,"Educational services"
"7586",2017,"11","        9446",2,"Educational services"
"7587",2017,"12","        9208",2,"Educational services"
"7588",2018,"01","        9401",2,"Educational services"
"7589",2018,"02","        9620",2,"Educational services"
"7590",2018,"03","        9592",2,"Educational services"
"7591",2018,"04","        9609",2,"Educational services"
"7592",2018,"05","        9541",2,"Educational services"
"7593",2018,"06","        9394",2,"Educational services"
"7594",2018,"07","        9309",2,"Educational services"
"7595",2018,"08","        9378",2,"Educational services"
"7596",2018,"09","        9360",2,"Educational services"
"7597",2018,"10","        9530",2,"Educational services"
"7598",2018,"11","        9520",2,"Educational services"
"7599",2018,"12","        9764",2,"Educational services"
"7600",2019,"01","        9683",2,"Educational services"
"7601",2019,"02","        9775",2,"Educational services"
"7602",2019,"03","        9985",2,"Educational services"
"7603",2019,"04","        9846",2,"Educational services"
"7604",2019,"05","        9703",2,"Educational services"
"7605",2019,"06","        9884",2,"Educational services"
"7606",2019,"07","        9883",2,"Educational services"
"7607",2019,"08","       10009",2,"Educational services"
"7608",2019,"09","        9970",2,"Educational services"
"7609",2019,"10","        9995",2,"Educational services"
"7610",2019,"11","        9978",2,"Educational services"
"7611",2019,"12","        9899",2,"Educational services"
"7612",2020,"01","        9969",2,"Educational services"
"7613",2020,"02","        9658",2,"Educational services"
"7614",2020,"03","        9597",2,"Educational services"
"7615",2020,"04","        8279",2,"Educational services"
"7616",2020,"05","        8624",2,"Educational services"
"7617",2020,"06","        9557",2,"Educational services"
"7618",2020,"07","        9446",2,"Educational services"
"7619",2014,"11","        9218",2,"Educational services"
"7620",2014,"12","        9223",2,"Educational services"
"7621",2015,"01","        9382",2,"Educational services"
"7622",2015,"02","        9494",2,"Educational services"
"7623",2015,"03","        9521",2,"Educational services"
"7624",2015,"04","        9375",2,"Educational services"
"7625",2015,"05","        9327",2,"Educational services"
"7626",2015,"06","        9263",2,"Educational services"
"7627",2015,"07","        9126",2,"Educational services"
"7628",2014,"07","        9262",2,"Educational services"
"7629",2014,"08","        9229",2,"Educational services"
"7630",2014,"09","        9212",2,"Educational services"
"7631",2014,"10","        9300",2,"Educational services"
"7632",2015,"12","        9451",2,"Educational services"
"7633",2016,"01","        9503",2,"Educational services"
"7634",2012,"10","        8918",2,"Educational services"
"7635",2012,"11","        8928",2,"Educational services"
"7636",2012,"12","        8974",2,"Educational services"
"7637",2013,"01","        8867",2,"Educational services"
"7638",2013,"02","        8839",2,"Educational services"
"7639",2013,"03","        8875",2,"Educational services"
"7640",2013,"04","        8944",2,"Educational services"
"7641",2015,"08","        9222",2,"Educational services"
"7642",2015,"09","        9305",2,"Educational services"
"7643",2015,"10","        9427",2,"Educational services"
"7644",2015,"11","        9606",2,"Educational services"
"7645",2016,"03","        9315",2,"Educational services"
"7646",2016,"04","        9338",2,"Educational services"
"7647",2016,"05","        9235",2,"Educational services"
"7648",2016,"02","        9413",2,"Educational services"
"7649",2016,"07","        9324",2,"Educational services"
"7650",2013,"05","        8935",2,"Educational services"
"7651",2013,"06","        8940",2,"Educational services"
"7652",2016,"06","        9168",2,"Educational services"
"7653",2016,"12","        9357",2,"Educational services"
"7654",2016,"08","        9400",2,"Educational services"
"7655",2016,"11","        9370",2,"Educational services"
"7656",2016,"10","        9409",2,"Educational services"
"7657",2016,"09","        9505",2,"Educational services"
"7658",2020,"05","         939",2,"Arts, entertainment, and recreation"
"7659",2013,"06","        1469",2,"Arts, entertainment, and recreation"
"7660",2020,"06","         941",2,"Arts, entertainment, and recreation"
"7661",2020,"04","         929",2,"Arts, entertainment, and recreation"
"7662",2010,"07","        1387",2,"Arts, entertainment, and recreation"
"7663",2013,"07","        1506",2,"Arts, entertainment, and recreation"
"7664",2013,"08","        1516",2,"Arts, entertainment, and recreation"
"7665",2020,"07","         999",2,"Arts, entertainment, and recreation"
"7666",2010,"11","        1324",2,"Arts, entertainment, and recreation"
"7667",2010,"08","        1476",2,"Arts, entertainment, and recreation"
"7668",2010,"09","        1429",2,"Arts, entertainment, and recreation"
"7669",2010,"10","        1392",2,"Arts, entertainment, and recreation"
"7670",2011,"02","        1263",2,"Arts, entertainment, and recreation"
"7671",2011,"03","        1283",2,"Arts, entertainment, and recreation"
"7672",2011,"04","        1330",2,"Arts, entertainment, and recreation"
"7673",2011,"05","        1310",2,"Arts, entertainment, and recreation"
"7674",2013,"09","        1523",2,"Arts, entertainment, and recreation"
"7675",2013,"10","        1502",2,"Arts, entertainment, and recreation"
"7676",2013,"11","        1435",2,"Arts, entertainment, and recreation"
"7677",2013,"12","        1389",2,"Arts, entertainment, and recreation"
"7678",2014,"01","        1428",2,"Arts, entertainment, and recreation"
"7679",2014,"02","        1421",2,"Arts, entertainment, and recreation"
"7680",2014,"03","        1385",2,"Arts, entertainment, and recreation"
"7681",2010,"12","        1343",2,"Arts, entertainment, and recreation"
"7682",2011,"01","        1332",2,"Arts, entertainment, and recreation"
"7683",2012,"03","        1391",2,"Arts, entertainment, and recreation"
"7684",2012,"04","        1373",2,"Arts, entertainment, and recreation"
"7685",2012,"05","        1349",2,"Arts, entertainment, and recreation"
"7686",2012,"06","        1421",2,"Arts, entertainment, and recreation"
"7687",2011,"06","        1292",2,"Arts, entertainment, and recreation"
"7688",2011,"07","        1301",2,"Arts, entertainment, and recreation"
"7689",2011,"08","        1299",2,"Arts, entertainment, and recreation"
"7690",2011,"09","        1314",2,"Arts, entertainment, and recreation"
"7691",2011,"10","        1401",2,"Arts, entertainment, and recreation"
"7692",2011,"11","        1438",2,"Arts, entertainment, and recreation"
"7693",2011,"12","        1331",2,"Arts, entertainment, and recreation"
"7694",2012,"01","        1278",2,"Arts, entertainment, and recreation"
"7695",2012,"02","        1274",2,"Arts, entertainment, and recreation"
"7696",2013,"04","        1455",2,"Arts, entertainment, and recreation"
"7697",2013,"05","        1438",2,"Arts, entertainment, and recreation"
"7698",2016,"10","        1520",2,"Arts, entertainment, and recreation"
"7699",2016,"11","        1547",2,"Arts, entertainment, and recreation"
"7700",2016,"12","        1540",2,"Arts, entertainment, and recreation"
"7701",2017,"01","        1546",2,"Arts, entertainment, and recreation"
"7702",2017,"02","        1583",2,"Arts, entertainment, and recreation"
"7703",2017,"03","        1681",2,"Arts, entertainment, and recreation"
"7704",2017,"04","        1724",2,"Arts, entertainment, and recreation"
"7705",2017,"05","        1626",2,"Arts, entertainment, and recreation"
"7706",2017,"06","        1599",2,"Arts, entertainment, and recreation"
"7707",2017,"07","        1471",2,"Arts, entertainment, and recreation"
"7708",2017,"08","        1530",2,"Arts, entertainment, and recreation"
"7709",2017,"09","        1564",2,"Arts, entertainment, and recreation"
"7710",2017,"10","        1490",2,"Arts, entertainment, and recreation"
"7711",2017,"11","        1494",2,"Arts, entertainment, and recreation"
"7712",2017,"12","        1503",2,"Arts, entertainment, and recreation"
"7713",2018,"01","        1514",2,"Arts, entertainment, and recreation"
"7714",2018,"02","        1515",2,"Arts, entertainment, and recreation"
"7715",2018,"03","        1496",2,"Arts, entertainment, and recreation"
"7716",2018,"04","        1453",2,"Arts, entertainment, and recreation"
"7717",2018,"05","        1474",2,"Arts, entertainment, and recreation"
"7718",2018,"06","        1545",2,"Arts, entertainment, and recreation"
"7719",2018,"07","        1534",2,"Arts, entertainment, and recreation"
"7720",2018,"08","        1504",2,"Arts, entertainment, and recreation"
"7721",2018,"09","        1445",2,"Arts, entertainment, and recreation"
"7722",2018,"10","        1455",2,"Arts, entertainment, and recreation"
