"","year","period","industry_text","value_earnings","value_jo","value_hi","value_ts","value_qu","value_dl","turnover","growth"
"2703",2018,"03","Total private",125850,6215,5289,5133,3131,1683,"high_turnover","high_growth"
"2704",2018,"03","Trade, transportation, and utilities",27578,1420,1121,1086,664,315,"high_turnover","high_growth"
"2705",2018,"04","Construction",7223,250,358,335,171,154,"low_turnover","low_growth"
"2706",2018,"04","Education and health services",23538,1234,665,657,437,173,"high_turnover","high_growth"
"2707",2018,"04","Financial activities",8545,318,191,189,97,63,"low_turnover","low_growth"
"2708",2018,"04","Government",22414,614,353,339,185,90,"low_turnover","medium_growth"
"2709",2018,"04","Information",2839,187,93,85,44,35,"low_turnover","low_growth"
"2710",2018,"04","Leisure and hospitality",16217,960,1048,1035,708,308,"high_turnover","high_growth"
"2711",2018,"04","Manufacturing",12632,455,362,342,201,120,"medium_turnover","medium_growth"
"2712",2018,"04","Mining and logging",722,36,40,33,22,9,"low_turnover","low_growth"
"2713",2018,"04","Other services",5819,200,219,223,124,85,"low_turnover","low_growth"
"2714",2018,"04","Professional and business services",20868,1209,1112,1084,684,342,"high_turnover","high_growth"
"2715",2018,"04","Retail trade",15832.1,1029,778,773,495,228,"high_turnover","high_growth"
"2716",2018,"04","Total private",125977,6371,5234,5110,3187,1639,"high_turnover","high_growth"
"2717",2018,"04","Trade, transportation, and utilities",27574,1524,1146,1128,701,350,"high_turnover","high_growth"
"2718",2018,"05","Construction",7266,276,397,354,168,168,"low_turnover","low_growth"
"2719",2018,"05","Education and health services",23576,1205,732,683,491,156,"medium_turnover","high_growth"
"2720",2018,"05","Financial activities",8567,359,206,189,118,60,"low_turnover","low_growth"
"2721",2018,"05","Government",22431,609,356,336,184,93,"low_turnover","medium_growth"
"2722",2018,"05","Information",2837,123,98,94,50,33,"low_turnover","low_growth"
"2723",2018,"05","Leisure and hospitality",16263,967,1095,1049,699,332,"high_turnover","high_growth"
"2724",2018,"05","Manufacturing",12658,465,366,339,200,117,"medium_turnover","medium_growth"
"2725",2018,"05","Mining and logging",724,27,40,35,22,11,"low_turnover","low_growth"
"2726",2018,"05","Other services",5831,278,245,219,120,96,"low_turnover","low_growth"
"2727",2018,"05","Professional and business services",20914,1234,1169,1153,642,427,"high_turnover","high_growth"
"2728",2018,"05","Retail trade",15836.4,969,732,715,494,175,"high_turnover","high_growth"
"2729",2018,"05","Total private",126238,6419,5463,5177,3221,1684,"high_turnover","high_growth"
"2730",2018,"05","Trade, transportation, and utilities",27602,1486,1115,1063,709,284,"high_turnover","high_growth"
"2731",2018,"06","Construction",7282,319,372,364,179,172,"medium_turnover","low_growth"
"2732",2018,"06","Education and health services",23617,1260,735,682,450,187,"high_turnover","high_growth"
"2733",2018,"06","Financial activities",8586,374,226,211,121,57,"low_turnover","low_growth"
"2734",2018,"06","Government",22459,648,376,351,190,96,"medium_turnover","medium_growth"
"2735",2018,"06","Information",2837,133,92,95,50,36,"low_turnover","low_growth"
"2736",2018,"06","Leisure and hospitality",16310,1074,1051,1014,690,298,"high_turnover","high_growth"
"2737",2018,"06","Manufacturing",12687,474,364,339,208,111,"medium_turnover","medium_growth"
"2738",2018,"06","Mining and logging",729,28,43,37,21,15,"low_turnover","low_growth"
"2739",2018,"06","Other services",5844,235,199,193,97,78,"low_turnover","low_growth"
"2740",2018,"06","Professional and business services",20948,1263,1208,1164,661,444,"high_turnover","high_growth"
"2741",2018,"06","Retail trade",15797.5,965,736,754,518,198,"high_turnover","high_growth"
"2742",2018,"06","Total private",126429,6633,5407,5207,3198,1711,"high_turnover","high_growth"
"2743",2018,"06","Trade, transportation, and utilities",27589,1472,1117,1108,721,313,"high_turnover","high_growth"
"2744",2018,"07","Construction",7304,310,385,369,202,156,"medium_turnover","low_growth"
"2745",2018,"07","Education and health services",23644,1257,700,666,440,183,"high_turnover","high_growth"
"2746",2018,"07","Financial activities",8594,439,202,201,134,39,"low_turnover","medium_growth"
"2747",2018,"07","Government",22462,688,361,365,183,120,"low_turnover","medium_growth"
"2748",2018,"07","Information",2841,157,83,83,49,29,"low_turnover","low_growth"
"2749",2018,"07","Leisure and hospitality",16349,1027,1106,1075,720,332,"high_turnover","high_growth"
"2750",2018,"07","Manufacturing",12706,478,382,357,218,117,"medium_turnover","medium_growth"
"2751",2018,"07","Mining and logging",729,30,39,36,21,14,"low_turnover","low_growth"
"2752",2018,"07","Other services",5829,218,196,214,121,87,"low_turnover","low_growth"
"2753",2018,"07","Professional and business services",20968,1256,1139,1113,644,395,"high_turnover","high_growth"
"2754",2018,"07","Retail trade",15785.4,935,741,762,517,206,"high_turnover","high_growth"
"2755",2018,"07","Total private",126562,6638,5330,5214,3260,1671,"high_turnover","high_growth"
"2756",2018,"07","Trade, transportation, and utilities",27598,1465,1098,1100,710,318,"high_turnover","high_growth"
"2757",2018,"08","Construction",7335,313,384,351,181,160,"low_turnover","low_growth"
"2758",2018,"08","Education and health services",23691,1248,731,685,473,157,"medium_turnover","high_growth"
"2759",2018,"08","Financial activities",8607,414,207,208,145,43,"low_turnover","medium_growth"
"2760",2018,"08","Government",22490,732,376,345,174,113,"low_turnover","medium_growth"
"2761",2018,"08","Information",2841,150,89,90,47,36,"low_turnover","low_growth"
"2762",2018,"08","Leisure and hospitality",16350,1005,1058,1049,725,292,"high_turnover","high_growth"
"2763",2018,"08","Manufacturing",12719,502,364,336,207,113,"medium_turnover","medium_growth"
"2764",2018,"08","Mining and logging",737,32,46,37,21,14,"low_turnover","low_growth"
"2765",2018,"08","Other services",5832,242,227,220,130,73,"low_turnover","low_growth"
"2766",2018,"08","Professional and business services",21009,1322,1104,1064,605,407,"high_turnover","high_growth"
"2767",2018,"08","Retail trade",15788.1,789,790,813,505,268,"high_turnover","high_growth"
"2768",2018,"08","Total private",126778,6518,5416,5223,3273,1683,"high_turnover","high_growth"
"2769",2018,"08","Trade, transportation, and utilities",27657,1289,1208,1185,740,387,"high_turnover","high_growth"
"2770",2018,"09","Construction",7355,293,376,347,162,175,"medium_turnover","low_growth"
"2771",2018,"09","Education and health services",23716,1270,697,656,435,163,"medium_turnover","high_growth"
"2772",2018,"09","Financial activities",8629,366,231,204,122,53,"low_turnover","low_growth"
"2773",2018,"09","Government",22489,609,346,347,173,116,"low_turnover","medium_growth"
"2774",2018,"09","Information",2839,119,86,85,44,36,"low_turnover","low_growth"
"2775",2018,"09","Leisure and hospitality",16326,1058,1060,1079,731,313,"high_turnover","high_growth"
"2776",2018,"09","Manufacturing",12740,471,331,316,199,99,"medium_turnover","medium_growth"
"2777",2018,"09","Mining and logging",739,33,40,38,22,14,"low_turnover","low_growth"
"2778",2018,"09","Other services",5837,245,220,223,144,74,"low_turnover","low_growth"
"2779",2018,"09","Professional and business services",21042,1337,1098,1053,601,386,"high_turnover","high_growth"
"2780",2018,"09","Retail trade",15741.6,895,758,821,560,223,"high_turnover","high_growth"
"2781",2018,"09","Total private",126859,6672,5264,5170,3226,1664,"high_turnover","high_growth"
"2782",2018,"09","Trade, transportation, and utilities",27636,1480,1123,1169,766,350,"high_turnover","high_growth"
"2783",2018,"10","Construction",7378,279,356,332,171,145,"low_turnover","low_growth"
"2784",2018,"10","Education and health services",23767,1236,745,683,482,163,"medium_turnover","high_growth"
"2785",2018,"10","Financial activities",8647,415,194,180,108,44,"low_turnover","medium_growth"
"2786",2018,"10","Government",22485,609,348,354,186,111,"medium_turnover","medium_growth"
"2787",2018,"10","Information",2851,145,85,70,43,23,"low_turnover","low_growth"
"2788",2018,"10","Leisure and hospitality",16358,1007,1096,1073,721,324,"high_turnover","high_growth"
"2789",2018,"10","Manufacturing",12764,494,393,358,209,132,"medium_turnover","medium_growth"
"2790",2018,"10","Mining and logging",742,35,33,32,19,10,"low_turnover","low_growth"
"2791",2018,"10","Other services",5845,279,220,225,137,77,"low_turnover","low_growth"
"2792",2018,"10","Professional and business services",21079,1337,1184,1150,652,430,"high_turnover","high_growth"
"2793",2018,"10","Retail trade",15702.5,928,752,779,530,215,"high_turnover","high_growth"
"2794",2018,"10","Total private",127064,6627,5507,5284,3299,1719,"high_turnover","high_growth"
"2795",2018,"10","Trade, transportation, and utilities",27633,1400,1201,1184,756,369,"high_turnover","high_growth"
"2796",2018,"11","Construction",7376,272,396,390,182,193,"medium_turnover","low_growth"
"2797",2018,"11","Education and health services",23790,1252,727,712,500,179,"high_turnover","high_growth"
"2798",2018,"11","Financial activities",8657,411,209,191,101,61,"low_turnover","medium_growth"
"2799",2018,"11","Government",22486,651,366,361,195,105,"medium_turnover","medium_growth"
"2800",2018,"11","Information",2850,127,98,90,56,28,"low_turnover","low_growth"
"2801",2018,"11","Leisure and hospitality",16368,1018,1080,1073,706,327,"high_turnover","high_growth"
"2802",2018,"11","Manufacturing",12784,502,369,358,222,111,"medium_turnover","medium_growth"
"2803",2018,"11","Mining and logging",737,30,29,32,19,11,"low_turnover","low_growth"
"2804",2018,"11","Other services",5842,285,246,234,145,85,"low_turnover","low_growth"
"2805",2018,"11","Professional and business services",21102,1329,1125,1105,626,438,"high_turnover","high_growth"
"2806",2018,"11","Retail trade",15729.6,1088,738,749,485,225,"high_turnover","high_growth"
"2807",2018,"11","Total private",127197,6858,5452,5331,3266,1805,"high_turnover","high_growth"
"2808",2018,"11","Trade, transportation, and utilities",27691,1632,1174,1146,709,373,"high_turnover","high_growth"
"2809",2018,"12","Construction",7402,291,382,355,180,155,"low_turnover","low_growth"
"2810",2018,"12","Education and health services",23844,1291,755,699,497,156,"medium_turnover","high_growth"
"2811",2018,"12","Financial activities",8665,352,213,193,118,56,"low_turnover","low_growth"
"2812",2018,"12","Government",22495,616,354,342,180,102,"low_turnover","medium_growth"
"2813",2018,"12","Information",2854,129,86,86,43,37,"low_turnover","low_growth"
"2814",2018,"12","Leisure and hospitality",16415,1082,1058,1026,714,291,"high_turnover","high_growth"
"2815",2018,"12","Manufacturing",12805,441,352,338,202,119,"medium_turnover","medium_growth"
"2816",2018,"12","Mining and logging",741,23,36,32,21,9,"low_turnover","low_growth"
"2817",2018,"12","Other services",5850,292,214,203,104,90,"low_turnover","low_growth"
"2818",2018,"12","Professional and business services",21128,1351,1169,1141,630,448,"high_turnover","high_growth"
"2819",2018,"12","Retail trade",15704.4,945,769,781,500,239,"high_turnover","high_growth"
"2820",2018,"12","Total private",127370,6687,5408,5227,3235,1730,"high_turnover","high_growth"
"2821",2018,"12","Trade, transportation, and utilities",27666,1436,1143,1154,725,370,"high_turnover","high_growth"
"2822",2019,"01","Construction",7452,299,443,394,189,183,"medium_turnover","medium_growth"
"2823",2019,"01","Education and health services",23900,1379,756,715,481,184,"high_turnover","high_growth"
"2824",2019,"01","Financial activities",8676,411,190,183,110,54,"low_turnover","medium_growth"
"2825",2019,"01","Government",22506,712,391,371,196,122,"medium_turnover","medium_growth"
"2826",2019,"01","Information",2843,147,89,101,55,35,"low_turnover","low_growth"
"2827",2019,"01","Leisure and hospitality",16496,1125,1152,1088,767,296,"high_turnover","high_growth"
"2828",2019,"01","Manufacturing",12825,427,353,339,221,97,"medium_turnover","medium_growth"
"2829",2019,"01","Mining and logging",746,31,33,30,16,13,"low_turnover","low_growth"
"2830",2019,"01","Other services",5853,174,223,211,140,58,"low_turnover","low_growth"
"2831",2019,"01","Professional and business services",21126,1386,1081,1071,647,375,"high_turnover","high_growth"
"2832",2019,"01","Retail trade",15696.5,808,722,726,502,182,"high_turnover","high_growth"
"2833",2019,"01","Total private",127628,6808,5443,5219,3334,1612,"high_turnover","high_growth"
"2834",2019,"01","Trade, transportation, and utilities",27711,1429,1122,1087,706,316,"high_turnover","high_growth"
"2835",2019,"02","Construction",7423,277,357,381,194,176,"medium_turnover","low_growth"
"2836",2019,"02","Education and health services",23918,1205,737,740,497,193,"high_turnover","high_growth"
"2837",2019,"02","Financial activities",8690,353,213,191,98,59,"low_turnover","low_growth"
"2838",2019,"02","Government",22513,704,357,366,183,123,"low_turnover","medium_growth"
"2839",2019,"02","Information",2841,129,89,91,48,37,"low_turnover","low_growth"
"2840",2019,"02","Leisure and hospitality",16473,1001,1082,1092,795,280,"high_turnover","high_growth"
"2841",2019,"02","Manufacturing",12830,462,342,337,209,111,"medium_turnover","medium_growth"
"2842",2019,"02","Mining and logging",741,29,32,35,20,13,"low_turnover","low_growth"
"2843",2019,"02","Other services",5854,224,193,191,111,71,"low_turnover","low_growth"
"2844",2019,"02","Professional and business services",21164,1404,1168,1125,650,401,"high_turnover","high_growth"
"2845",2019,"02","Retail trade",15667.2,791,738,736,509,191,"high_turnover","high_growth"
"2846",2019,"02","Total private",127622,6343,5346,5310,3358,1668,"high_turnover","high_growth"
"2847",2019,"02","Trade, transportation, and utilities",27688,1258,1133,1125,737,325,"high_turnover","high_growth"
"2848",2019,"03","Construction",7443,354,363,346,146,179,"medium_turnover","low_growth"
"2849",2019,"03","Education and health services",23981,1378,740,702,486,167,"medium_turnover","high_growth"
"2850",2019,"03","Financial activities",8707,362,194,171,100,35,"low_turnover","low_growth"
"2851",2019,"03","Government",22528,739,352,341,178,102,"low_turnover","medium_growth"
"2852",2019,"03","Information",2851,146,99,94,48,36,"low_turnover","low_growth"
"2853",2019,"03","Leisure and hospitality",16494,1022,1095,1039,747,275,"high_turnover","high_growth"
"2854",2019,"03","Manufacturing",12827,441,352,364,221,123,"medium_turnover","medium_growth"
